spec,race,trinket_pair,has_dst,dps,dst_uptime_pct,wowhead_gear_url
Retribution Paladin,Human,Bloodlust Brooch (29383) + Hourglass of the Unraveller (28034),false,2281.31,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Retribution Paladin,Human,Empty Mug of Direbrew (38287) + Hourglass of the Unraveller (28034),false,2281.31,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Retribution Paladin,Human,Abacus of Violent Odds (28288) + Hourglass of the Unraveller (28034),false,2279.31,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Retribution Paladin,Human,Madness of the Betrayer (32505) + Tsunami Talisman (30627),false,2274.04,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Retribution Paladin,Human,Bloodlust Brooch (29383) + Ashtongue Talisman of Zeal (32489),false,2270.87,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Retribution Paladin,Human,Ashtongue Talisman of Zeal (32489) + Empty Mug of Direbrew (38287),false,2270.87,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Retribution Paladin,Human,Ashtongue Talisman of Zeal (32489) + Abacus of Violent Odds (28288),false,2270.03,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Retribution Paladin,Human,Tsunami Talisman (30627) + Hourglass of the Unraveller (28034),false,2268.98,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Retribution Paladin,Human,Madness of the Betrayer (32505) + Hourglass of the Unraveller (28034),false,2266.37,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Retribution Paladin,Human,Ashtongue Talisman of Zeal (32489) + Tsunami Talisman (30627),false,2258.89,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Retribution Paladin,Human,Madness of the Betrayer (32505) + Ashtongue Talisman of Zeal (32489),false,2256.04,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Retribution Paladin,Human,Ashtongue Talisman of Zeal (32489) + Hourglass of the Unraveller (28034),false,2251.21,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Retribution Paladin,Human,Bloodlust Brooch (29383) + Mark of the Champion (23206),false,2241.74,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Retribution Paladin,Human,Empty Mug of Direbrew (38287) + Mark of the Champion (23206),false,2241.74,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Retribution Paladin,Human,Abacus of Violent Odds (28288) + Mark of the Champion (23206),false,2239.17,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Retribution Paladin,Human,Tsunami Talisman (30627) + Mark of the Champion (23206),false,2229.28,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Retribution Paladin,Human,Madness of the Betrayer (32505) + Mark of the Champion (23206),false,2226.87,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Retribution Paladin,Human,Hourglass of the Unraveller (28034) + Mark of the Champion (23206),false,2221.71,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Retribution Paladin,Human,Ashtongue Talisman of Zeal (32489) + Mark of the Champion (23206),false,2211.96,0.00,https://www.wowhead.com/tbc/guide/retribution-paladin-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Dragonspine Trophy (28830) + Bloodlust Brooch (29383),true,2050.36,27.62,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Dragonspine Trophy (28830) + Tsunami Talisman (30627),true,2047.54,27.64,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Dragonspine Trophy (28830) + Abacus of Violent Odds (28288),true,2046.01,27.76,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Dragonspine Trophy (28830) + Madness of the Betrayer (32505),true,2045.73,27.63,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Dragonspine Trophy (28830) + Hourglass of the Unraveller (28034),true,2040.30,27.62,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Dragonspine Trophy (28830) + Ashtongue Talisman of Swiftness (32487),true,2038.49,27.62,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Dragonspine Trophy (28830) + Badge of the Swarmguard (21670),true,2025.38,27.60,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Bloodlust Brooch (29383) + Abacus of Violent Odds (28288),false,2018.46,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Bloodlust Brooch (29383) + Tsunami Talisman (30627),false,2017.94,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Madness of the Betrayer (32505) + Bloodlust Brooch (29383),false,2014.98,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Tsunami Talisman (30627) + Abacus of Violent Odds (28288),false,2013.81,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Madness of the Betrayer (32505) + Tsunami Talisman (30627),false,2013.33,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Madness of the Betrayer (32505) + Abacus of Violent Odds (28288),false,2011.41,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Bloodlust Brooch (29383) + Hourglass of the Unraveller (28034),false,2010.73,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Bloodlust Brooch (29383) + Ashtongue Talisman of Swiftness (32487),false,2009.01,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Tsunami Talisman (30627) + Hourglass of the Unraveller (28034),false,2007.37,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Ashtongue Talisman of Swiftness (32487) + Tsunami Talisman (30627),false,2007.10,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Abacus of Violent Odds (28288) + Hourglass of the Unraveller (28034),false,2006.52,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Madness of the Betrayer (32505) + Hourglass of the Unraveller (28034),false,2006.38,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Ashtongue Talisman of Swiftness (32487) + Abacus of Violent Odds (28288),false,2004.84,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Madness of the Betrayer (32505) + Ashtongue Talisman of Swiftness (32487),false,2004.02,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Ashtongue Talisman of Swiftness (32487) + Hourglass of the Unraveller (28034),false,1999.07,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Bloodlust Brooch (29383) + Badge of the Swarmguard (21670),false,1995.92,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Tsunami Talisman (30627) + Badge of the Swarmguard (21670),false,1992.86,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Abacus of Violent Odds (28288) + Badge of the Swarmguard (21670),false,1990.95,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Madness of the Betrayer (32505) + Badge of the Swarmguard (21670),false,1990.86,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Hourglass of the Unraveller (28034) + Badge of the Swarmguard (21670),false,1986.16,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Survival Hunter,Night Elf,Ashtongue Talisman of Swiftness (32487) + Badge of the Swarmguard (21670),false,1984.28,0.00,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
